EPC,Ant,Time,Frequency,RSSI,Phase
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-48,129
E2801160600002073A4A0529,1,1970/1/1 0:07,905750,-36,137
E2801160600002073A4A0529,1,1970/1/1 0:07,905750,-36,137
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-42,132
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-42,132
E2801160600002073A4A0529,1,1970/1/1 0:07,905750,-31,45
E2801160600002073A4A0529,1,1970/1/1 0:07,905750,-31,45
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-36,42
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-36,42
E2801160600002073A4A0529,1,1970/1/1 0:07,905750,-30,101
E2801160600002073A4A0529,1,1970/1/1 0:07,905750,-30,101
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-36,92
E2801160600002073A4A0519,1,1970/1/1 0:07,905750,-36,92
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,75
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,75
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,73
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,73
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,101
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,101
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,92
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,92
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,95
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,95
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,95
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,95
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,95
E2801160600002073A4A0519,1,1970/1/1 0:07,915250,-36,95
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,95
E2801160600002073A4A0529,1,1970/1/1 0:07,915250,-31,95
E2801160600002073A4A0529,1,1970/1/1 0:07,904750,-30,137
E2801160600002073A4A0529,1,1970/1/1 0:07,904750,-30,137
E2801160600002073A4A0519,1,1970/1/1 0:07,904750,-36,135
E2801160600002073A4A0519,1,1970/1/1 0:07,904750,-36,135
E2801160600002073A4A0519,1,1970/1/1 0:07,904750,-36,137
E2801160600002073A4A0519,1,1970/1/1 0:07,904750,-36,137
E2801160600002073A4A0529,1,1970/1/1 0:07,904750,-30,137
E2801160600002073A4A0529,1,1970/1/1 0:07,904750,-30,137
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,2
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,2
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,174
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,174
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,171
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,171
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,2
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,2
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,174
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,174
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,177
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,177
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,2
E2801160600002073A4A0529,1,1970/1/1 0:07,911250,-30,2
E2801160600002073A4A0519,1,1970/1/1 0:07,911250,-35,174
