EPC,Ant,Time,Frequency,RSSI,Phase,
E2801160600002073A4A0519,1,1970/1/5 18:48:55,909750,-37,75
E2801160600002073A4A0529,1,1970/1/5 18:48:55,909750,-36,70
E200497E93D28EF134FFAA3B,1,1970/1/5 18:48:55,904250,-74,8
E200497E93D292B134FFAA4A,1,1970/1/5 18:48:55,904250,-74,11
E2801160600002073A4A0519,2,1970/1/5 18:48:55,909750,-56,90
E2801160600002073A4A0529,2,1970/1/5 18:48:55,909750,-62,81
E2801160600002073A4A0519,3,1970/1/5 18:48:55,909750,-53,168
E2801160600002073A4A0529,3,1970/1/5 18:48:55,909750,-64,19
E2801160600002073A4A0539,1,1970/1/5 18:48:55,909750,-71,146
E2801160600002073A4A0539,3,1970/1/5 18:48:55,917250,-79,39
E2801160600002073A4A0549,1,1970/1/5 18:48:58,910750,-74,154
E2801160600002073A4A0529,1,1970/1/5 18:49:00,915750,-37,120
E2801160600002073A4A0519,1,1970/1/5 18:49:00,915750,-38,118
E200497E93D292B134FFAA4A,1,1970/1/5 18:49:00,906250,-74,109
E200497E93D28EF134FFAA3B,1,1970/1/5 18:49:00,908750,-74,59
E200497E93D2893134FFAA24,1,1970/1/5 18:49:00,903750,-75,151
E2801160600002073A4A0529,2,1970/1/5 18:49:00,915750,-61,126
E2801160600002073A4A0519,2,1970/1/5 18:49:00,915750,-54,126
E2801160600002073A4A0519,3,1970/1/5 18:49:00,915750,-52,171
E2801160600002073A4A0529,3,1970/1/5 18:49:00,915750,-63,28
E2801160600002073A4A0549,1,1970/1/5 18:49:01,911750,-73,160
E2801160600002073A4A0539,1,1970/1/5 18:49:01,915750,-72,19
E2801160600002073A4A0539,3,1970/1/5 18:49:01,915750,-79,106
E2801160600002073A4A0519,1,1970/1/5 18:49:10,905250,-37,163
E2801160600002073A4A0529,1,1970/1/5 18:49:10,905250,-36,163
E2801160600002073A4A0539,1,1970/1/5 18:49:10,913250,-72,171
E2801160600002073A4A0519,2,1970/1/5 18:49:10,905250,-57,19
E2801160600002073A4A0529,2,1970/1/5 18:49:10,905250,-63,22
E2801160600002073A4A0519,3,1970/1/5 18:49:10,905250,-55,98
E2801160600002073A4A0529,3,1970/1/5 18:49:10,905250,-68,106
E200497E93D28EF134FFAA3B,1,1970/1/5 18:49:11,905250,-75,165
E200497E93D292B134FFAA4A,1,1970/1/5 18:49:11,905250,-74,146
E200497E93D2893134FFAA24,1,1970/1/5 18:49:11,902750,-76,0
E2801160600002073A4A0539,3,1970/1/5 18:49:11,918250,-79,174
E2801160600002073A4A0549,1,1970/1/5 18:49:12,914250,-74,39
