EPC,Ant,Time,Frequency,RSSI,Phase,
E2801160600002073A4A0529,1,1970/1/5 18:52:07,925750,-38,92
E2801160600002073A4A0519,1,1970/1/5 18:52:07,925750,-38,95
E2801160600002073A4A0539,1,1970/1/5 18:52:07,909250,-71,0
E2801160600002073A4A0519,2,1970/1/5 18:52:07,925750,-54,30
E2801160600002073A4A0529,2,1970/1/5 18:52:07,925750,-59,16
E2801160600002073A4A0519,3,1970/1/5 18:52:07,925750,-53,101
E2801160600002073A4A0529,3,1970/1/5 18:52:07,925750,-64,112
E200497E93D28EF134FFAA3B,1,1970/1/5 18:52:08,911750,-74,137
E200497E93D292B134FFAA4A,1,1970/1/5 18:52:08,907250,-74,75
E2801160600002073A4A0539,3,1970/1/5 18:52:08,917250,-79,53
E2000017221200910820C6AD,1,1970/1/5 18:52:11,909250,-73,64
