EPC,Ant,Time,Frequency,RSSI,Phase,
E2801160600002073A4A0519,1,1970/1/5 19:15:13,915250,-52,39
E2801160600002073A4A0519,1,1970/1/5 19:15:13,915250,-52,39
E2801160600002073A4A0529,1,1970/1/5 19:15:13,915250,-57,42
E2801160600002073A4A0529,1,1970/1/5 19:15:13,915250,-57,42
E2801160600002073A4A0519,2,1970/1/5 19:15:13,915250,-69,42
E2801160600002073A4A0519,2,1970/1/5 19:15:13,915250,-69,42
E2801160600002073A4A0529,3,1970/1/5 19:15:13,915250,-74,112
E2801160600002073A4A0529,3,1970/1/5 19:15:13,915250,-74,112
E2801160600002073A4A0519,3,1970/1/5 19:15:13,915250,-68,143
E2801160600002073A4A0519,3,1970/1/5 19:15:13,915250,-68,143
E2801160600002073A4A0519,1,1970/1/5 19:15:13,915250,-49,19
E2801160600002073A4A0519,1,1970/1/5 19:15:13,915250,-49,19
E2801160600002073A4A0529,1,1970/1/5 19:15:13,915250,-55,36
E2801160600002073A4A0529,1,1970/1/5 19:15:13,915250,-55,36
E2801160600002073A4A0519,2,1970/1/5 19:15:13,915250,-67,61
E2801160600002073A4A0519,2,1970/1/5 19:15:13,915250,-67,61
E2801160600002073A4A0519,3,1970/1/5 19:15:13,915250,-69,8
E2801160600002073A4A0519,3,1970/1/5 19:15:13,915250,-69,8
E2801160600002073A4A0529,3,1970/1/5 19:15:13,915250,-75,120
E2801160600002073A4A0529,3,1970/1/5 19:15:13,915250,-75,120
E2801160600002073A4A0529,1,1970/1/5 19:15:13,915250,-57,106
E2801160600002073A4A0529,1,1970/1/5 19:15:13,915250,-57,106
E2801160600002073A4A0519,1,1970/1/5 19:15:13,915250,-52,67
E2801160600002073A4A0519,1,1970/1/5 19:15:13,915250,-52,67
E2801160600002073A4A0519,2,1970/1/5 19:15:13,915250,-66,28
E2801160600002073A4A0519,2,1970/1/5 19:15:13,915250,-66,28
E2801160600002073A4A0529,2,1970/1/5 19:15:14,915250,-79,64
E2801160600002073A4A0529,2,1970/1/5 19:15:14,915250,-79,64
E2801160600002073A4A0519,3,1970/1/5 19:15:14,904750,-62,90
E2801160600002073A4A0519,3,1970/1/5 19:15:14,904750,-62,90
E2801160600002073A4A0529,3,1970/1/5 19:15:14,904750,-69,92
E2801160600002073A4A0529,3,1970/1/5 19:15:14,904750,-69,92
E2801160600002073A4A0519,1,1970/1/5 19:15:14,904750,-56,42
E2801160600002073A4A0519,1,1970/1/5 19:15:14,904750,-56,42
E2801160600002073A4A0529,1,1970/1/5 19:15:14,904750,-76,28
E2801160600002073A4A0529,1,1970/1/5 19:15:14,904750,-76,28
E2801160600002073A4A0529,2,1970/1/5 19:15:14,904750,-74,109
