EPC,Ant,Time,Frequency,RSSI,Phase,
E2801160600002073A4A0519,1,1970/1/5 18:51:59,910750,-38,42
E2801160600002073A4A0529,1,1970/1/5 18:51:59,910750,-37,50
E2801160600002073A4A0529,2,1970/1/5 18:51:59,910750,-63,53
E2801160600002073A4A0519,2,1970/1/5 18:51:59,910750,-57,61
E2801160600002073A4A0519,3,1970/1/5 18:51:59,910750,-53,140
E2801160600002073A4A0529,3,1970/1/5 18:51:59,910750,-63,154
E2801160600002073A4A0549,1,1970/1/5 18:52:00,916750,-73,123
E2801160600002073A4A0539,1,1970/1/5 18:52:00,910750,-72,112
E2801160600002073A4A0539,3,1970/1/5 18:52:00,915250,-79,115
E200497E93D28EF134FFAA3B,1,1970/1/5 18:52:01,904750,-74,5
E200497E93D292B134FFAA4A,1,1970/1/5 18:52:02,904750,-74,165
